uf,numeroZE,numeroLocalVotacao,nome,endereco,quantidadeSecoes,latitude,longitude
DF,17,1333,ESCOLA CLASSE 01 DO GAMA,EQ 18/21 PR. 2 A.E. S.LESTE,16,-16.0174552,-48.0548111
DF,17,1341,ESCOLA CLASSE 21 DO GAMA,E Q 44/45 A.E S.LESTE,7,-15.9993494,-48.055489
DF,17,1350,ESCOLA CLASSE 19 DO GAMA,E/Q 30/49 A.E SETOR LESTE,9,-16.025339,-48.0507097
DF,17,1368,ESCOLA CLASSE 03 DO GAMA,E/Q 10/15 - AE SETOR LESTE,10,-16.0143417,-48.0510828
DF,17,1376,CENTRO DE ENSINO MEDIO 01 DO GAMA,E/Q 18/21 AREA ESPECIAL - SETOR LESTE,23,-16.0184553,-48.0539917
DF,17,1384,CENTRO EDUCACIONAL 06 DO GAMA,EQ 02/07 A.E. S.LESTE,15,-16.0074737,-48.0504479
DF,17,1392,CENTRO ENSINO FUNDAMENTAL 04 DO GAMA,E Q 29/33  PR 03 A E. SETOR LESTE,20,-16.0271681,-48.0564576
DF,17,1406,ESCOLA CLASSE 14 DO GAMA,E/Q 29/33 AE SETOR LESTE,11,-16.0269509,-48.0553695
DF,17,1414,CENTRO DE ENSINO FUNDAMENTAL 03 DO GAMA,E Q 6/11 A. E.S.LESTE,15,-16.0109667,-48.05077
DF,17,1422,UNICEPLAC - CENTRO UNIV. DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,SIGA A.E. 02 SETOR LESTE INDÚSTRIA,4,-16.0016073,-48.0508405
DF,18,1015,ESCOLA CLASSE VILA DO BOA,VILA DO BOA SEM NUMERO  SAO SEBASTIAO,5,-15.877915,-47.7911474
DF,18,1023,CENTRO DE ENSINO FUNDAMENTAL NOVA BETANIA,BR 251  KM 38  NOVA BETANIA,6,-15.9495084,-47.7931446
DF,18,1031,ESCOLA CLASSE 303,QD 303 CONJ 01 LOTE 34,15,-15.9033309,-47.7820688
DF,18,1040,ESCOLA CLASSE VILA NOVA,RUA 31 NUMERO 200 BAIRRO SÃO JOSÉ,14,-15.9134932,-47.7594672
DF,18,1058,CENTRO EDUCACIONAL DO LAGO SUL - CEL,SHIS QI 09 AREA ESPECIAL,13,-15.8390135,-47.8767217
DF,18,1066,CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASÍLIA,"SHIS QI 15 AREA ESPECIAL 02 - LAGO SUL, BRASÍLIA - DF",10,-15.8559027,-47.8776218
DF,18,1074,CCIP - CENTRO DE CONVENÇÕES ISRAEL PINHEIRO,SHDB QL 32 CJ 01 BL B,10,-15.7956216,-47.7996375
DF,18,1082,ESCOLA CLASSE CERAMICA DA BENCAO,RUA DA GAMELEIRA 331 CENTRO,14,-15.9045722,-47.7695692
DF,18,1090,CENTRO DE ENSINO FUNDAMENTAL CERÂMICA SÃO PAULO,"RUA 01, LT 101, SETOR TRADICIONAL",15,-15.8878014,-47.7790286
DF,18,1104,CAIC UNESCO,QUADRA 05 CONJ.A ÁREA ESPECIAL 1,29,-15.9019729,-47.7739064
DF,18,1112,ESCOLA CLASSE AGROVILA,QUADRA 100 - CONJ. Q - AREA ESPECIAL N. 01BAIRRO VILA NOVA,12,-15.9107142,-47.7585786
DF,18,1120,CENTRO EDUCACIONAL SAO JOSE,QUADRA 16 AREA ESPECIAL BAIRRO SAO JOSE,14,-15.9126381,-47.7595262
DF,18,1139,CENTRO DE ENSINO MÉDIO 01 - CENTRÃO,QUADRA 202/203 AREA ESPECIAL -RESIDENCIAL OESTE,20,-15.9014625,-47.7792896
DF,18,1147,COLÉGIO PRESBITERIANO MACKENZIE,SHIS QI 05 CHACARA 74/79,26,-15.8502719,-47.8973719
DF,18,1155,ESCOLA CLASSE 104,QUADRA 104 CJ. 01 LOTE 01 BAIRRO RESIDENCIAL OESTE SAO SEBASTIAO,14,-15.896373,-47.7828464
DF,18,1163,CENTRO EDUCACIONAL DO PAD/DF,"BR-251, KM-07, ESTRADA DE UNAI ¿ DF",11,-16.0097699,-47.5570345
DF,18,1171,ESCOLA DAS NACOES,SHIS QI 21 AREA ESPECIAL CONJUNTO 01,24,-15.8534531,-47.8504287
DF,18,1180,COLÉGIO NOSSA SENHORA DO PERPÉTUO SOCORRO,SHIS EQL 06/08 CONJUNTO A1,15,-15.8421315,-47.8961035
DF,18,1198,COLEGIO MARIA IMACULADA,SHIS QI 05 CHACARA 72,7,-15.8521668,-47.8982645
DF,18,1201,CENTRO DE ENSINO FUNDAMENTAL DO BOSQUE,"ÁREA INSTITUCIONAL Nº 02, RESIDENCIAL DO BOSQUE - SÃO SEBASTIÃO, D",14,-15.9051513,-47.7568029
DF,18,1210,ESCOLA CLASSE 01 SHI SUL - LAGO SUL,SHIS QI 05 CONJUNTO 17 LOTE 15,8,-15.8478298,-47.8928187
DF,18,1236,ESG ESCOLA SUPERIOR DE GUERRA,RODOVIA DF 001 KM 27,31,-15.8667707,-47.8249422
DF,18,1244,ESCOLA CLASSE BELA VISTA,RUA 01 LT 221- BAIRRO BELA VISTA,8,-15.9135703,-47.7548824
DF,18,1252,CENTRO EDUCACIONAL SAO BARTOLOMEU,AE QUADRA 02 CONJUNTO 03 LOTE 04,16,-15.8937925,-47.7788185
DF,18,1260,ESCOLA MASTER II,QUADRA 25 LOTE 01/04 VILA SAO JOSE,7,-15.9078679,-47.7619638
DF,18,1279,COLÉGIO MODELO DE SÃO SEBASTIÃO,RUA 9 QUADRA 01 CONJUNTO A CHACARA 07 VILA NOVA,7,-15.9039048,-47.7618392
DF,18,1287,CIEIC - CENTRO INTEGRADO IRMAOS CARVALHO,SH ESTRADA DO SOL COND. MANSÕES SERRANA KM 5 CHÁCARA IRMÃOS CARVALH,9,-15.8671215,-47.7867143
DF,18,1295,KINGDOM SCHOOL,"SHIS QI 11 ÁREA ESPECIAL B, ENTRECONJUNTOS 02 E 04",7,-15.8333225,-47.8708438
DF,18,1309,COLÉGIO DOM JOSÉ,"SHIS QI 26, CJ H, ÁREA ESPECIAL - LAGO SUL, BRASÍLIA-DF",11,-15.8241102,-47.8067134
DF,18,1317,CENTRO DE ENSINO FUNDAMENTAL JARDIM II,DF 285 KM 20 NÚCLEO RURAL JARDIM II,2,-16.0169475,-47.3805075
DF,18,1341,CENTRO EDUCACIONAL SÃO FRANCISCO - CHICÃO,"QUADRA 17, LOTE 100, ÁREA ESPECIAL",10,-15.9146224,-47.7629232
DF,18,1350,CENTRO DE ENSINO FUNDAMENTAL MIGUEL ARCANJO,"QD 02, AE 03, BAIRRO SÃO BARTOLOMEU, SÃO SEBASTIÃO, BRASÍLIA - DF",8,-15.892431,-47.7814225
DF,18,1368,ESCOLA CLASSE CAFÉ SEM TROCO,"DF-130, KM 32, BRASÍLIA - DF",6,-15.9192124,-47.6055003
DF,18,1376,ESCOLA FRANCESA FRANÇOIS MITTERRAND,SHIS QI 21 BLOCO D,10,-15.8556236,-47.8528503
DF,18,1406,COLÉGIO DIGITAL,"PRAÇA DE ATIVIDADES PA 02, LOTE 04, JARDIM MANGUEIRAL",7,-15.8902177,-47.8130485
DF,18,1414,ESCOLA CLASSE LAMARÃO,"BR 251, KM 07, DF 285, VC 441, COLÔNIA AGRÍCOLA LAMARÃO, PARANOÁ",1,-15.9651946,-47.5010283
DF,19,1015,ESCOLA CLASSE N 27,ECNF 01/QNF 19     AE,13,-15.8129134,-48.0683878
DF,19,1023,ESCOLA CLASSE N 12,QNH 06 AREA ESPECIAL,10,-15.8061086,-48.0799564
DF,19,1031,CENTRO DE ENSINO DO SESI,QNF 24 AREA ESPECIAL S/N,16,-15.8125258,-48.0725219
DF,19,1040,ESCOLA CLASSE VICENTE PIRES,COLÔNIA AGRÍCOLA VICENTE PIRES - AREA ESPECIAL N 01,8,-15.8131137,-48.0144548
DF,19,1058,ESCOLA CLASSE N 39,QNC 15 AREA ESPECIAL N 15,4,-15.8252025,-48.0677586
DF,19,1066,ESCOLA CLASSE N 16,EQNG 06/07 AREA ESPECIAL N 15,10,-15.7963881,-48.0600072
DF,19,1074,COLEGIO JESUS MARIA JOSE,QNG 40 AREA ESPECIAL 5/6,14,-15.80394,-48.0731382
DF,19,1082,CENTRO DE ENSINO MEDIO TAGUATINGA NORTE,QNC AREA PARA ESCOLA 01/03,17,-15.819365,-48.0660238
DF,19,1090,CENTRO EDUCACIONAL N 4,EQNG 06/07 AE 20,15,-15.7954465,-48.0574214
DF,19,1104,ESCOLA CLASSE N 8,QNG 12 AREA  ESPECIAL 14,15,-15.8011509,-48.0654599
DF,19,1112,CENTRO DE ENSINO FUNDAMENTAL N 12,QNG 39 AREA ESPECIAL 03,17,-15.8034403,-48.0723786
DF,19,1120,ESCOLA CLASSE N 18,QND 12 LOTE 41 ÁREA ESPECIAL,15,-15.8121926,-48.0594348
DF,19,1139,CENTRO DE EDUCAÇÃO INFANTIL Nº 02 (ESCOLA CLASSE Nº 30),QND 59 ÁREA ESPECIAL Nº 37,9,-15.8002445,-48.0576871
DF,19,1147,FACULDADE PROJECAO,CNB 14 LOTE 07 A 10,17,-15.8210028,-48.0648674
DF,19,1155,CENTRO ENS MÉDIO EIT,QNB 01 AE 01 SETOR CENTRAL,16,-15.8330382,-48.0584267
DF,19,1163,ESCOLA CLASSE N 15,QND 43 LT 23 ÁREA ESPECIAL,9,-15.8058162,-48.0590307
DF,19,1171,CEF Nº 11,CND 05 ÁREA ESPECIAL - PRAÇA DO BICALHO,15,-15.8086697,-48.063291
DF,19,1180,ESCOLA CLASSE N 6,CNB 12 ÁREA ESPECIAL Nº 01,10,-15.8197959,-48.0622391
DF,19,1198,CEF Nº 14,QNB 15 ÁREA ESPECIAL S/ Nº,8,-15.8190207,-48.0636747
DF,19,1201,ESCOLA BILINGUE LIBRAS (ANTIGA ESCOLA CLASSE N 21),EQNH 01/03 AE S/N,9,-15.8024009,-48.0768318
DF,19,1228,COLÉGIO KAIRÓS (ANTIGO INSTITUTO EDUCACIONAL SAGARANA,COLÔNIA AGRÍCOLA VICENTE PIRES RUA 06 CH 255 LT 2/4,13,-15.8086744,-48.0417792
DF,19,1236,ESCOLA CLASSE 02,COLÔNIA AGRÍCOLA VILA SÃO JOSÉ - RUA 11 ÁREA ESPECIAL 01,10,-15.8008992,-48.048815
DF,19,1252,COLÉGIO DJ,"COLÔNIA AGRÍCOLA VICENTE PIRES - RUA 08, CHAC. 207, LOTES 02/04",15,-15.8031726,-48.0418195
DF,19,1260,COLÉGIO IDEAL,"QNG 09/11, LT 01/02",7,-15.8014501,-48.0636285
DF,19,1279,COLÉGIO VITÓRIA RÉGIA (ANTIGO COLÉGIO MAXIMUS),RUA 06 CH. 276,6,-15.8092108,-48.0247176
DF,19,1287,COLÉGIO LICEU,RUA 06 CH 253 LT. A,16,-15.8087619,-48.0398734
DF,19,1295,INSTITUTO EDUCACIONAL MONTESQUIEU,RUA 10 CH 323/1,5,-15.7975627,-48.045581
DF,19,1325,COLÉGIO OBJETIVO - RUA 03,RUA 03 CHÁCARA N 82 LOTE 07/08,18,-15.8130752,-48.0123053
DF,19,1333,COLÉGIO CERTO - RUA 08,RUA 08 CHÁCARA N 229,8,-15.8037181,-48.0210767
DF,19,1341,COLÉGIO VITÓRIA RÉGIA - UNIDADE 1,RUA 6 CHÁCARA 274,14,-15.8087625,-48.0260219
DF,20,1015,ESCOLA CLASSE 52,EQNP 32/36,14,-15.8514925,-48.1210664
DF,20,1023,CENTRO DE ENSINO MEDIO 04,QNN 14  A.E.,11,-15.8315156,-48.1074836
DF,20,1031,CENTRO DE ENSINO FUNDAMENTAL 19,EQNN 18/20,18,-15.82647,-48.1145881
DF,20,1040,ESCOLA CLASSE 24,EQNN 20/22 AE B,11,-15.831522,-48.1118638
DF,20,1058,ESCOLA CLASSE 25,EQNN 22/24,12,-15.8354115,-48.1077363
DF,20,1066,CENTRO DE ENSINO FUNDAMENTAL 11,EQNN 24/26,12,-15.8403592,-48.1044855
DF,20,1074,CENTRO DE ENSINO FUNDAMENTAL 18,QNP 10 A.E.,16,-15.8370785,-48.1156164
DF,20,1082,CENTRO DE ENSINO FUNDAMENTAL 33 (ANTIGA E.C. 44),QNP 12 A.E.,12,-15.8395918,-48.119033
DF,20,1090,CENTRO DE ENSINO ESPECIAL 01,EQNP 10/14,10,-15.8394609,-48.1139212
DF,20,1104,CENTRO EDUCACIONAL 06,QNP 16  A.E,17,-15.8441334,-48.1157958
DF,20,1112,ESCOLA CLASSE 43,EQNP 14/18,13,-15.8438018,-48.1103143
DF,20,1120,ESCOLA CLASSE 46,EQNP 16/20,8,-15.8463831,-48.113906
DF,20,1139,ESCOLA CLASSE 47,EQNP 22/26,14,-15.8407824,-48.1241696
DF,20,1147,ESCOLA CLASSE 50,EQNP 24/28,12,-15.8425435,-48.1279303
DF,20,1155,ESCOLA CLASSE 48,EQNP 26/30,14,-15.8445888,-48.1211523
DF,20,1163,CENTRO DE ENSINO FUNDAMENTAL 14,EQNP 28/32,14,-15.8469065,-48.1244384
DF,20,1171,CENTRO DE ENSINO FUNDAMENTAL 13,EQNP 30/34,14,-15.8492055,-48.1178747
DF,20,1198,CENTRO DE ENSINO FUNDAMENTAL 32 (ANTIGA E.C. 67),SHPS - EQ. 500/700 A.E - COND. POR DO SOL,5,-15.857202,-48.1238753
DF,21,1015,ESCOLA CLASSE 501 DE SAMAMBAIA,QR 501 CONJUNTO 03 LOTE 01,13,-15.8856389,-48.0864424
DF,21,1023,CENTRO DE ENSINO FUNDAMENTAL 405 DO RECANTO DAS EMAS,QD 405 CONJUNTO 15 LOTE 01 AE,12,-15.9131674,-48.0656869
DF,21,1031,CENTRO EDUCACIONAL 104 DO RECANTO DAS EMAS,QUADRA 104 CONJUNTO 08A ÁREA ESPECIAL,19,-15.9005074,-48.0710004
DF,21,1040,CENTRO DE ENSINO FUNDAMENTAL 306 DO RECANTO DAS EMAS,QD 306 AVENIDA MONJOLO LOTE 06 AE,11,-15.9193229,-48.0973269
DF,21,1058,CENTRO DE ENSINO FUNDAMENTAL 115 DO RECANTO DAS EMAS,QUADRA 115 CONJUNTO 7-C LOTE 1 AREA ESPECIAL,15,-15.9251983,-48.1077753
DF,21,1066,ESCOLA CLASSE 317 DE SAMAMBAIA,QR 317 AREA ESPECIAL 3 LOTE 11,13,-15.8911956,-48.1109533
DF,21,1074,CENTRO DE ENSINO FUNDAMENTAL 507 DE SAMAMBAIA,QR 507 CONJUNTO 07 LOTE 1,13,-15.8913446,-48.0976977
DF,21,1082,CENTRO DE ENSINO FUNDAMENTAL 504 DE SAMAMBAIA,QN 504 CONJUNTO 09 AREA ESPECIAL 01,15,-15.8822625,-48.0783151
DF,21,1090,CENTRO DE ENSINO FUNDAMENTAL 802 DO RECANTO DAS EMAS,QD 802  CONJ 21 AE 01 RECANTO DAS EMAS,20,-15.9236094,-48.0514835
DF,21,1104,CENTRO EDUCACIONAL 308 DO RECANTO DAS EMAS,QD 308 AE 1 CONJUNTO 12,13,-15.9234707,-48.1008902
DF,21,1112,CENTRO DE ENSINO MÉDIO 111 DO RECANTO DAS EMAS,QD 111 AE 1,15,-15.9124337,-48.0987998
DF,21,1120,ESCOLA CLASSE 102  DO RECANTO DAS EMAS,QD 102 CONJ 03 A LOTE 01,8,-15.9019965,-48.0615053
DF,21,1139,ESCOLA CLASSE 510 DO RECANTO DAS EMAS / CENTRO DE ENSINO FUNDAMENT 511,"QUADRA 511, CONJUNTO 11, EPC 2",12,-15.9328384,-48.1063582
DF,21,1147,CENTRO DE ENSINO FUNDAMENTAL 301 DO RECANTO DAS EMAS,QD 301 AE,15,-15.909003,-48.0848959
DF,21,1155,ESCOLA CLASSE 401 DO RECANTO DAS EMAS,QD 401 AE CONJUNTO 08 LT 01,14,-15.9090265,-48.0566452
DF,21,1163,ESCOLA CLASSE 510 DE SAMAMBAIA,QN 510 CONJUNTO 07 LOTE 1 AE,11,-15.8808321,-48.071612
DF,21,1171,CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS,QD. 101 CONJ. 10B LOTES 1/2 RECANTO DAS EMAS,14,-15.9000864,-48.0571957
DF,21,1180,CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS,QD 106 - ÁREA ESPECIAL,14,-15.9055665,-48.0818623
DF,21,1198,CENTRO DE ENSINO FUNDAMENTAL 519 DE SAMAMBAIA,QR 519 AREA ESPECIAL 1 SAMAMBAIA SUL,6,-15.8970153,-48.1149781
DF,21,1201,ESCOLA CLASSE 512 DE SAMAMBAIA,QN 512 CONJUNTO 06 AE,14,-15.8788714,-48.0681783
DF,21,1210,CENTRO DE ENSINO MÉDIO 804 DO RECANTO DAS EMAS,QD 804 ÁREA ESPECIAL 01,20,-15.9202169,-48.0579685
DF,21,1228,CENTRO DE ENSINO FUNDAMENTAL 206 DO RECANTO DAS EMAS,QD 206 CONJUNTO 02 LOTE 02,16,-15.9062673,-48.0689183
DF,21,1244,ESCOLA CLASSE 511 DE SAMAMBAIA,QR 511 AREA ESPECIAL 02 SAMAMBAIA-DF,9,-15.8903612,-48.1027452
DF,21,1252,ESCOLA CLASSE 404 DO RECANTO DAS EMAS,QD 404 CONJUNTO 09 LOTE 01,12,-15.9128741,-48.0613109
DF,21,1260,CENTRO DE ENSINO FUNDAMENTAL 113 DO RECANTO DAS EMAS,QD. 113 CONJ 8-A LOTE 01 AE,9,-15.918327,-48.1025473
DF,21,1287,CENTRO DE ENSINO FUNDAMENTAL 602 DO RECANTO DAS EMAS,QUADRA 602 CONJUNTO 01 LOTE 01,4,-15.915566,-48.0543466
DF,21,1295,CENTRO DE ENSINO FUNDAMENTAL 801 DO RECANTO DAS EMAS,QUADRA 801 ÁREA ESPECIAL CONJUNTO 01,6,-15.919084,-48.0521707
DF,21,1309,ESCOLA CLASSE 203 / REGIONAL DE ENSINO - RECANTO DAS EMAS,"QUADRA 203, LOTE 32",10,-15.9045978,-48.0648272
